vpa,name,bank,is_merchant,mcc,account_age_days,kyc_level,avg_amount,usual_hours,home_device,balance,is_corporate,blacklisted,is_spoof
user2725@sbi,User 2725,YBL,0,0,18,VIDEO,1000.0,6-20,dev_2725,77852.0,0,0,
user2726@sbi,User 2726,AXIS,0,0,1690,VIDEO,500.0,9-19,dev_2726,121736.0,0,0,
user2727@ybl,User 2727,AXIS,0,0,14,BASIC,2000.0,8-21,dev_2727,144041.0,0,0,
user2728@icici,User 2728,HDFC,0,0,120,BASIC,1000.0,8-22,dev_2728,14893.0,0,0,
user2729@hdfc,User 2729,YBL,0,0,290,VIDEO,500.0,9-21,dev_2729,108581.0,0,0,
user2730@axis,User 2730,AXIS,0,0,1295,BASIC,1000.0,6-19,dev_2730,24225.0,0,0,
user2731@ybl,User 2731,ICICI,0,0,632,CORPORATE,2000.0,7-22,dev_2731,45913.0,0,1,
user2732@paytm,User 2732,ICICI,0,0,328,VIDEO,2000.0,6-20,dev_2732,56243.0,0,0,
user2733@icici,User 2733,PAYTM,0,0,1090,VIDEO,2000.0,10-20,dev_2733,159521.0,0,0,
user2734@icici,User 2734,SBI,0,0,1425,VIDEO,2000.0,6-19,dev_2734,56378.0,0,0,
user2735@axis,User 2735,HDFC,0,0,1713,BASIC,2000.0,10-21,dev_2735,35736.0,0,0,
user2736@icici,User 2736,PAYTM,0,0,1975,VIDEO,2000.0,6-22,dev_2736,135880.0,0,0,
user2737@hdfc,User 2737,PAYTM,0,0,1578,VIDEO,1000.0,8-20,dev_2737,25764.0,0,0,
user2738@hdfc,User 2738,SBI,0,0,1701,VIDEO,1000.0,10-19,dev_2738,157626.0,0,0,
user2739@paytm,User 2739,YBL,0,0,508,VIDEO,5000.0,7-20,dev_2739,33298.0,0,0,
user2740@icici,User 2740,AXIS,0,0,454,VIDEO,1000.0,8-19,dev_2740,176453.0,0,0,
user2741@ybl,User 2741,YBL,0,0,1152,BASIC,2000.0,9-21,dev_2741,107767.0,0,0,
user2742@icici,User 2742,SBI,0,0,326,BASIC,1000.0,10-21,dev_2742,149472.0,0,0,
user2743@hdfc,User 2743,HDFC,0,0,1281,BASIC,1000.0,8-20,dev_2743,158430.0,0,0,
user2744@paytm,User 2744,HDFC,0,0,1532,BASIC,12000.0,7-21,dev_2744,195865.0,0,0,
user2745@hdfc,User 2745,SBI,0,0,1411,BASIC,5000.0,10-22,dev_2745,69129.0,0,1,
user2746@ybl,User 2746,HDFC,0,0,652,BASIC,2000.0,7-20,dev_2746,14435.0,0,0,
user2747@icici,User 2747,PAYTM,0,0,1540,CORPORATE,2000.0,6-19,dev_2747,177787.0,0,0,
user2748@icici,User 2748,YBL,0,0,851,VIDEO,500.0,9-22,dev_2748,143893.0,0,0,
user2749@icici,User 2749,HDFC,0,0,3,VIDEO,1000.0,9-20,dev_2749,108307.0,0,0,
user2750@axis,User 2750,ICICI,0,0,1160,BASIC,500.0,8-19,dev_2750,44286.0,0,0,
user2751@axis,User 2751,YBL,0,0,501,VIDEO,5000.0,8-21,dev_2751,115466.0,0,0,
user2752@sbi,User 2752,SBI,0,0,1908,BASIC,5000.0,6-19,dev_2752,118212.0,0,0,
user2753@icici,User 2753,ICICI,0,0,500,BASIC,2000.0,6-22,dev_2753,6625.0,0,0,
user2754@sbi,User 2754,YBL,0,0,948,BASIC,1000.0,8-21,dev_2754,151862.0,0,0,
user2755@paytm,User 2755,SBI,0,0,985,BASIC,2000.0,10-20,dev_2755,31633.0,0,0,
user2756@axis,User 2756,PAYTM,0,0,367,VIDEO,500.0,8-21,dev_2756,56298.0,0,0,
user2757@sbi,User 2757,YBL,0,0,1826,CORPORATE,2000.0,10-21,dev_2757,184666.0,0,0,
user2758@hdfc,User 2758,YBL,0,0,1278,VIDEO,500.0,7-19,dev_2758,22128.0,0,0,
user2759@icici,User 2759,YBL,0,0,358,VIDEO,1000.0,9-20,dev_2759,36038.0,0,0,
user2760@paytm,User 2760,SBI,0,0,1186,BASIC,1000.0,7-20,dev_2760,192902.0,0,0,
user2761@hdfc,User 2761,YBL,0,0,1992,VIDEO,500.0,6-19,dev_2761,130677.0,0,0,
user2762@sbi,User 2762,HDFC,0,0,1600,VIDEO,500.0,9-20,dev_2762,172248.0,0,0,
user2763@sbi,User 2763,SBI,0,0,1739,VIDEO,1000.0,8-20,dev_2763,89805.0,0,0,
user2764@icici,User 2764,YBL,0,0,6,BASIC,2000.0,10-20,dev_2764,144173.0,0,0,
user2765@hdfc,User 2765,SBI,0,0,141,VIDEO,500.0,6-21,dev_2765,117845.0,0,0,
user2766@hdfc,User 2766,HDFC,0,0,239,VIDEO,500.0,9-19,dev_2766,52797.0,0,0,
user2767@paytm,User 2767,SBI,0,0,1904,BASIC,2000.0,9-20,dev_2767,138239.0,0,0,
user2768@hdfc,User 2768,ICICI,0,0,1297,VIDEO,5000.0,7-21,dev_2768,12253.0,0,0,
user2769@paytm,User 2769,PAYTM,0,0,1794,BASIC,500.0,9-22,dev_2769,94212.0,0,0,
user2770@sbi,User 2770,PAYTM,0,0,959,VIDEO,500.0,7-20,dev_2770,85327.0,0,0,
user2771@hdfc,User 2771,HDFC,0,0,884,VIDEO,5000.0,6-20,dev_2771,186329.0,0,0,
user2772@hdfc,User 2772,HDFC,0,0,1657,VIDEO,2000.0,8-22,dev_2772,127167.0,0,0,
user2773@axis,User 2773,ICICI,0,0,1065,BASIC,1000.0,6-19,dev_2773,137502.0,0,0,
user2774@paytm,User 2774,PAYTM,0,0,1740,CORPORATE,5000.0,7-20,dev_2774,183204.0,0,0,
user2775@axis,User 2775,PAYTM,0,0,1288,BASIC,2000.0,6-21,dev_2775,195228.0,0,0,
user2776@icici,User 2776,ICICI,0,0,1729,VIDEO,500.0,8-22,dev_2776,130285.0,0,0,
user2777@axis,User 2777,YBL,0,0,359,BASIC,500.0,7-22,dev_2777,110441.0,0,0,
user2778@ybl,User 2778,HDFC,0,0,1899,BASIC,500.0,7-19,dev_2778,163230.0,0,0,
user2779@ybl,User 2779,ICICI,0,0,1793,VIDEO,1000.0,6-20,dev_2779,186124.0,0,0,
user2780@hdfc,User 2780,AXIS,0,0,11,CORPORATE,2000.0,6-19,dev_2780,25108.0,0,0,
user2781@axis,User 2781,SBI,0,0,642,BASIC,2000.0,10-19,dev_2781,156522.0,0,0,
user2782@icici,User 2782,HDFC,0,0,1410,BASIC,5000.0,7-21,dev_2782,52871.0,0,0,
user2783@ybl,User 2783,PAYTM,0,0,1727,VIDEO,12000.0,6-19,dev_2783,174762.0,0,0,
user2784@icici,User 2784,YBL,0,0,933,BASIC,5000.0,6-22,dev_2784,63407.0,0,0,
user2785@icici,User 2785,ICICI,0,0,1681,CORPORATE,500.0,8-19,dev_2785,176356.0,0,0,
user2786@icici,User 2786,PAYTM,0,0,1865,VIDEO,12000.0,8-19,dev_2786,137696.0,0,0,
user2787@ybl,User 2787,AXIS,0,0,715,BASIC,1000.0,9-22,dev_2787,171174.0,0,0,
user2788@ybl,User 2788,PAYTM,0,0,1958,CORPORATE,500.0,6-21,dev_2788,43057.0,0,1,
user2789@axis,User 2789,ICICI,0,0,1559,VIDEO,2000.0,8-20,dev_2789,143018.0,0,0,
user2790@axis,User 2790,HDFC,0,0,1144,VIDEO,2000.0,7-19,dev_2790,188216.0,0,0,
user2791@hdfc,User 2791,AXIS,0,0,14,VIDEO,500.0,7-20,dev_2791,144267.0,0,0,
user2792@hdfc,User 2792,PAYTM,0,0,1216,BASIC,5000.0,6-20,dev_2792,115680.0,0,0,
user2793@sbi,User 2793,AXIS,0,0,388,BASIC,1000.0,6-21,dev_2793,50484.0,0,0,
user2794@axis,User 2794,ICICI,0,0,170,BASIC,500.0,10-20,dev_2794,6326.0,0,0,
user2795@sbi,User 2795,ICICI,0,0,393,CORPORATE,12000.0,8-20,dev_2795,173768.0,0,0,
user2796@ybl,User 2796,SBI,0,0,21,VIDEO,1000.0,10-22,dev_2796,149622.0,0,0,
user2797@paytm,User 2797,ICICI,0,0,846,BASIC,500.0,7-20,dev_2797,58591.0,0,0,
user2798@icici,User 2798,AXIS,0,0,675,CORPORATE,500.0,6-22,dev_2798,12427.0,0,0,
user2799@icici,User 2799,ICICI,0,0,1716,VIDEO,1000.0,7-22,dev_2799,53523.0,0,0,
user2800@paytm,User 2800,PAYTM,0,0,1992,VIDEO,12000.0,8-20,dev_2800,18260.0,0,0,
user2801@axis,User 2801,AXIS,0,0,428,BASIC,500.0,10-21,dev_2801,164857.0,0,0,
user2802@paytm,User 2802,SBI,0,0,1772,VIDEO,500.0,7-21,dev_2802,52583.0,0,0,
user2803@icici,User 2803,HDFC,0,0,3,VIDEO,2000.0,9-20,dev_2803,14860.0,0,0,
user2804@sbi,User 2804,SBI,0,0,1474,BASIC,2000.0,7-22,dev_2804,96804.0,0,0,
user2805@sbi,User 2805,PAYTM,0,0,1734,BASIC,2000.0,10-19,dev_2805,139611.0,0,0,
user2806@hdfc,User 2806,SBI,0,0,129,BASIC,500.0,7-20,dev_2806,175678.0,0,0,
user2807@ybl,User 2807,SBI,0,0,605,VIDEO,1000.0,6-22,dev_2807,182160.0,0,0,
user2808@ybl,User 2808,HDFC,0,0,9,VIDEO,500.0,9-20,dev_2808,90945.0,0,0,
user2809@ybl,User 2809,ICICI,0,0,661,VIDEO,500.0,8-21,dev_2809,64084.0,0,0,
user2810@sbi,User 2810,YBL,0,0,1808,BASIC,1000.0,6-20,dev_2810,146715.0,0,0,
user2811@axis,User 2811,YBL,0,0,615,VIDEO,2000.0,8-19,dev_2811,177864.0,0,0,
user2812@ybl,User 2812,YBL,0,0,982,BASIC,500.0,8-19,dev_2812,30881.0,0,0,
user2813@paytm,User 2813,AXIS,0,0,1034,VIDEO,2000.0,10-20,dev_2813,59587.0,0,1,
user2814@icici,User 2814,ICICI,0,0,433,BASIC,2000.0,6-22,dev_2814,129166.0,0,0,
user2815@hdfc,User 2815,ICICI,0,0,1643,BASIC,2000.0,9-19,dev_2815,168159.0,0,1,
user2816@sbi,User 2816,ICICI,0,0,301,CORPORATE,500.0,9-20,dev_2816,166443.0,0,0,
user2817@sbi,User 2817,AXIS,0,0,1616,BASIC,1000.0,7-21,dev_2817,80102.0,0,0,
user2818@paytm,User 2818,ICICI,0,0,107,BASIC,1000.0,9-22,dev_2818,125236.0,0,0,
user2819@axis,User 2819,PAYTM,0,0,1215,BASIC,2000.0,10-19,dev_2819,191116.0,0,0,
user2820@paytm,User 2820,ICICI,0,0,294,VIDEO,2000.0,7-21,dev_2820,49507.0,0,0,
user2821@axis,User 2821,YBL,0,0,19,BASIC,500.0,7-22,dev_2821,149053.0,0,0,
user2822@ybl,User 2822,HDFC,0,0,294,VIDEO,2000.0,8-20,dev_2822,141618.0,0,0,
user2823@paytm,User 2823,AXIS,0,0,1725,BASIC,1000.0,8-19,dev_2823,179533.0,0,0,
user2824@axis,User 2824,ICICI,0,0,5,VIDEO,500.0,9-20,dev_2824,104860.0,0,1,
user2825@axis,User 2825,YBL,0,0,8,VIDEO,1000.0,6-20,dev_2825,38705.0,0,0,
user2826@hdfc,User 2826,YBL,0,0,215,CORPORATE,500.0,7-20,dev_2826,82623.0,0,0,
user2827@icici,User 2827,YBL,0,0,1332,VIDEO,500.0,8-20,dev_2827,20218.0,0,0,
user2828@sbi,User 2828,SBI,0,0,1224,VIDEO,500.0,9-20,dev_2828,110631.0,0,0,
user2829@ybl,User 2829,ICICI,0,0,1424,BASIC,500.0,9-22,dev_2829,137021.0,0,0,
user2830@paytm,User 2830,HDFC,0,0,16,BASIC,12000.0,7-22,dev_2830,141672.0,0,0,
user2831@hdfc,User 2831,ICICI,0,0,1891,BASIC,2000.0,7-22,dev_2831,38283.0,0,0,
user2832@ybl,User 2832,SBI,0,0,1958,VIDEO,1000.0,7-19,dev_2832,78096.0,0,0,
user2833@sbi,User 2833,AXIS,0,0,648,CORPORATE,2000.0,10-22,dev_2833,153056.0,0,0,
user2834@axis,User 2834,HDFC,0,0,581,VIDEO,1000.0,8-19,dev_2834,195564.0,0,0,
user2835@paytm,User 2835,ICICI,0,0,1291,VIDEO,2000.0,7-19,dev_2835,145049.0,0,0,
user2836@sbi,User 2836,ICICI,0,0,415,VIDEO,2000.0,7-21,dev_2836,144881.0,0,0,
user2837@ybl,User 2837,ICICI,0,0,1044,VIDEO,500.0,7-20,dev_2837,194435.0,0,0,
user2838@ybl,User 2838,SBI,0,0,1847,VIDEO,500.0,10-19,dev_2838,80925.0,0,0,
user2839@axis,User 2839,SBI,0,0,1482,BASIC,500.0,7-20,dev_2839,129210.0,0,0,
user2840@paytm,User 2840,SBI,0,0,121,BASIC,1000.0,6-20,dev_2840,67664.0,0,0,
user2841@paytm,User 2841,ICICI,0,0,337,VIDEO,500.0,9-19,dev_2841,151879.0,0,0,
user2842@ybl,User 2842,ICICI,0,0,1365,BASIC,2000.0,9-19,dev_2842,16688.0,0,0,
user2843@sbi,User 2843,AXIS,0,0,465,VIDEO,12000.0,7-20,dev_2843,198287.0,0,0,
user2844@ybl,User 2844,PAYTM,0,0,152,VIDEO,1000.0,10-19,dev_2844,51927.0,0,0,
user2845@hdfc,User 2845,YBL,0,0,23,BASIC,500.0,10-20,dev_2845,188015.0,0,0,
user2846@paytm,User 2846,AXIS,0,0,129,VIDEO,1000.0,10-19,dev_2846,125480.0,0,0,
user2847@ybl,User 2847,HDFC,0,0,13,VIDEO,12000.0,10-19,dev_2847,31123.0,0,0,
user2848@sbi,User 2848,AXIS,0,0,744,VIDEO,500.0,8-19,dev_2848,199336.0,0,0,
user2849@icici,User 2849,PAYTM,0,0,1326,BASIC,500.0,7-21,dev_2849,16211.0,0,0,
user2850@ybl,User 2850,AXIS,0,0,1000,CORPORATE,1000.0,10-19,dev_2850,145828.0,0,0,
user2851@axis,User 2851,HDFC,0,0,1743,CORPORATE,500.0,7-21,dev_2851,39642.0,0,0,
user2852@ybl,User 2852,YBL,0,0,17,BASIC,2000.0,7-21,dev_2852,139312.0,0,0,
user2853@paytm,User 2853,PAYTM,0,0,1529,VIDEO,5000.0,10-19,dev_2853,75308.0,0,0,
user2854@ybl,User 2854,PAYTM,0,0,404,VIDEO,1000.0,9-22,dev_2854,138814.0,0,0,
user2855@paytm,User 2855,ICICI,0,0,1320,VIDEO,2000.0,8-22,dev_2855,89897.0,0,0,
user2856@ybl,User 2856,HDFC,0,0,1728,VIDEO,500.0,9-21,dev_2856,107951.0,0,0,
user2857@hdfc,User 2857,HDFC,0,0,24,VIDEO,2000.0,6-19,dev_2857,52759.0,0,0,
user2858@axis,User 2858,AXIS,0,0,19,VIDEO,1000.0,9-19,dev_2858,90920.0,0,0,
user2859@paytm,User 2859,AXIS,0,0,494,VIDEO,500.0,8-19,dev_2859,82798.0,0,0,
user2860@ybl,User 2860,SBI,0,0,6,BASIC,5000.0,10-19,dev_2860,171621.0,0,0,
user2861@hdfc,User 2861,YBL,0,0,603,VIDEO,2000.0,6-21,dev_2861,103161.0,0,0,
user2862@paytm,User 2862,YBL,0,0,843,BASIC,1000.0,9-20,dev_2862,33388.0,0,0,
user2863@axis,User 2863,YBL,0,0,268,VIDEO,12000.0,6-22,dev_2863,123229.0,0,0,
user2864@paytm,User 2864,SBI,0,0,627,BASIC,2000.0,6-19,dev_2864,165013.0,0,0,
user2865@axis,User 2865,ICICI,0,0,1952,VIDEO,5000.0,6-21,dev_2865,196929.0,0,0,
user2866@paytm,User 2866,AXIS,0,0,936,VIDEO,500.0,6-21,dev_2866,98887.0,0,0,
user2867@axis,User 2867,AXIS,0,0,1985,BASIC,500.0,6-20,dev_2867,68329.0,0,0,
user2868@sbi,User 2868,AXIS,0,0,2,VIDEO,2000.0,7-21,dev_2868,144766.0,0,0,
user2869@hdfc,User 2869,YBL,0,0,1143,BASIC,12000.0,7-20,dev_2869,37013.0,0,0,
user2870@sbi,User 2870,HDFC,0,0,12,BASIC,2000.0,9-20,dev_2870,39165.0,0,0,
user2871@ybl,User 2871,YBL,0,0,9,BASIC,500.0,7-19,dev_2871,195877.0,0,0,
user2872@sbi,User 2872,ICICI,0,0,982,BASIC,1000.0,9-22,dev_2872,138823.0,0,0,
user2873@ybl,User 2873,HDFC,0,0,848,BASIC,1000.0,7-22,dev_2873,78323.0,0,0,
user2874@ybl,User 2874,AXIS,0,0,1719,VIDEO,500.0,8-22,dev_2874,192369.0,0,0,
user2875@ybl,User 2875,ICICI,0,0,14,BASIC,500.0,10-19,dev_2875,24647.0,0,0,
user2876@icici,User 2876,SBI,0,0,1513,BASIC,500.0,10-22,dev_2876,6180.0,0,0,
user2877@paytm,User 2877,SBI,0,0,72,BASIC,500.0,8-21,dev_2877,164433.0,0,0,
user2878@axis,User 2878,SBI,0,0,153,BASIC,1000.0,9-21,dev_2878,98100.0,0,0,
user2879@paytm,User 2879,HDFC,0,0,20,BASIC,2000.0,10-19,dev_2879,153378.0,0,0,
user2880@axis,User 2880,AXIS,0,0,863,VIDEO,500.0,7-19,dev_2880,102681.0,0,0,
user2881@axis,User 2881,YBL,0,0,807,VIDEO,1000.0,6-20,dev_2881,192698.0,0,0,
user2882@paytm,User 2882,SBI,0,0,1365,VIDEO,5000.0,8-22,dev_2882,63796.0,0,0,
user2883@paytm,User 2883,AXIS,0,0,22,BASIC,5000.0,9-22,dev_2883,166827.0,0,0,
user2884@paytm,User 2884,PAYTM,0,0,719,VIDEO,1000.0,9-19,dev_2884,133871.0,0,0,
user2885@sbi,User 2885,YBL,0,0,193,BASIC,1000.0,9-19,dev_2885,146073.0,0,0,
user2886@hdfc,User 2886,HDFC,0,0,1259,VIDEO,5000.0,10-21,dev_2886,193917.0,0,0,
user2887@icici,User 2887,PAYTM,0,0,17,VIDEO,5000.0,9-20,dev_2887,183840.0,0,0,
user2888@paytm,User 2888,ICICI,0,0,1661,VIDEO,2000.0,10-20,dev_2888,12717.0,0,0,
user2889@sbi,User 2889,AXIS,0,0,1667,BASIC,5000.0,10-21,dev_2889,159885.0,0,0,
user2890@paytm,User 2890,SBI,0,0,1313,VIDEO,2000.0,6-21,dev_2890,52985.0,0,0,
user2891@axis,User 2891,PAYTM,0,0,1080,BASIC,5000.0,10-19,dev_2891,37078.0,0,0,
user2892@sbi,User 2892,YBL,0,0,449,BASIC,500.0,9-19,dev_2892,17249.0,0,0,
user2893@paytm,User 2893,AXIS,0,0,5,VIDEO,1000.0,10-20,dev_2893,28713.0,0,0,
user2894@axis,User 2894,SBI,0,0,19,VIDEO,5000.0,6-19,dev_2894,57446.0,0,0,
user2895@hdfc,User 2895,ICICI,0,0,19,VIDEO,500.0,10-20,dev_2895,70649.0,0,0,
user2896@hdfc,User 2896,SBI,0,0,19,BASIC,500.0,6-20,dev_2896,68643.0,0,0,
user2897@hdfc,User 2897,PAYTM,0,0,1099,VIDEO,500.0,10-19,dev_2897,16230.0,0,0,
user2898@ybl,User 2898,AXIS,0,0,1600,VIDEO,2000.0,10-22,dev_2898,165396.0,0,0,
user2899@axis,User 2899,YBL,0,0,547,CORPORATE,500.0,6-19,dev_2899,185868.0,0,0,
user2900@axis,User 2900,AXIS,0,0,1027,VIDEO,2000.0,10-21,dev_2900,144170.0,0,0,
user2901@ybl,User 2901,PAYTM,0,0,6,BASIC,5000.0,7-21,dev_2901,56914.0,0,0,
user2902@icici,User 2902,HDFC,0,0,1784,BASIC,1000.0,10-22,dev_2902,107204.0,0,0,
user2903@icici,User 2903,AXIS,0,0,928,BASIC,2000.0,10-22,dev_2903,164739.0,0,0,
user2904@icici,User 2904,ICICI,0,0,237,BASIC,2000.0,9-22,dev_2904,85542.0,0,0,
user2905@hdfc,User 2905,PAYTM,0,0,360,BASIC,1000.0,9-22,dev_2905,17092.0,0,0,
user2906@ybl,User 2906,PAYTM,0,0,1727,CORPORATE,500.0,10-20,dev_2906,123342.0,0,0,
user2907@hdfc,User 2907,YBL,0,0,1012,BASIC,2000.0,6-22,dev_2907,15770.0,0,0,
user2908@ybl,User 2908,YBL,0,0,605,BASIC,12000.0,6-19,dev_2908,8785.0,0,0,
user2909@ybl,User 2909,HDFC,0,0,20,CORPORATE,500.0,6-21,dev_2909,15370.0,0,0,
user2910@paytm,User 2910,ICICI,0,0,487,BASIC,500.0,9-19,dev_2910,136654.0,0,0,
user2911@hdfc,User 2911,ICICI,0,0,950,BASIC,1000.0,9-22,dev_2911,147674.0,0,0,
user2912@axis,User 2912,YBL,0,0,23,VIDEO,5000.0,8-20,dev_2912,79973.0,0,0,
user2913@hdfc,User 2913,ICICI,0,0,1267,BASIC,500.0,10-21,dev_2913,199354.0,0,0,
user2914@icici,User 2914,AXIS,0,0,537,BASIC,1000.0,6-21,dev_2914,12220.0,0,0,
user2915@hdfc,User 2915,SBI,0,0,1433,BASIC,1000.0,10-19,dev_2915,81496.0,0,0,
user2916@icici,User 2916,HDFC,0,0,542,CORPORATE,5000.0,8-21,dev_2916,166186.0,0,0,
user2917@hdfc,User 2917,ICICI,0,0,1046,VIDEO,2000.0,10-22,dev_2917,51548.0,0,0,
user2918@ybl,User 2918,PAYTM,0,0,15,VIDEO,5000.0,9-19,dev_2918,63060.0,0,0,
user2919@hdfc,User 2919,HDFC,0,0,1039,BASIC,1000.0,10-19,dev_2919,153596.0,0,1,
user2920@hdfc,User 2920,PAYTM,0,0,931,BASIC,2000.0,10-21,dev_2920,44840.0,0,0,
user2921@hdfc,User 2921,ICICI,0,0,763,BASIC,2000.0,7-20,dev_2921,97410.0,0,0,
user2922@axis,User 2922,HDFC,0,0,1828,VIDEO,2000.0,6-22,dev_2922,156795.0,0,0,
user2923@axis,User 2923,PAYTM,0,0,10,VIDEO,2000.0,8-21,dev_2923,142588.0,0,0,
user2924@ybl,User 2924,PAYTM,0,0,1487,CORPORATE,500.0,10-21,dev_2924,65284.0,0,0,
user2925@ybl,User 2925,SBI,0,0,1328,BASIC,12000.0,9-19,dev_2925,136757.0,0,0,
user2926@paytm,User 2926,ICICI,0,0,1618,BASIC,1000.0,6-21,dev_2926,195154.0,0,0,
user2927@ybl,User 2927,HDFC,0,0,1188,BASIC,500.0,8-20,dev_2927,188769.0,0,0,
user2928@ybl,User 2928,PAYTM,0,0,476,BASIC,2000.0,10-21,dev_2928,194367.0,0,0,
user2929@hdfc,User 2929,HDFC,0,0,1507,VIDEO,2000.0,10-21,dev_2929,100343.0,0,0,
user2930@icici,User 2930,YBL,0,0,1267,BASIC,500.0,6-22,dev_2930,173416.0,0,0,
user2931@icici,User 2931,YBL,0,0,1388,BASIC,12000.0,10-22,dev_2931,36557.0,0,0,
user2932@paytm,User 2932,ICICI,0,0,21,CORPORATE,2000.0,8-20,dev_2932,80953.0,0,0,
user2933@sbi,User 2933,PAYTM,0,0,685,VIDEO,1000.0,7-21,dev_2933,91674.0,0,0,
user2934@ybl,User 2934,SBI,0,0,165,VIDEO,500.0,8-20,dev_2934,177563.0,0,0,
user2935@ybl,User 2935,ICICI,0,0,993,BASIC,2000.0,8-19,dev_2935,199466.0,0,0,
user2936@paytm,User 2936,AXIS,0,0,383,VIDEO,1000.0,8-22,dev_2936,13646.0,0,0,
user2937@icici,User 2937,HDFC,0,0,1667,VIDEO,12000.0,7-19,dev_2937,198149.0,0,0,
user2938@ybl,User 2938,SBI,0,0,1326,BASIC,1000.0,8-21,dev_2938,100946.0,0,0,
user2939@paytm,User 2939,AXIS,0,0,112,BASIC,1000.0,9-20,dev_2939,138019.0,0,0,
user2940@axis,User 2940,ICICI,0,0,4,BASIC,1000.0,6-19,dev_2940,141070.0,0,0,
user2941@ybl,User 2941,AXIS,0,0,124,VIDEO,500.0,8-21,dev_2941,76193.0,0,0,
user2942@paytm,User 2942,ICICI,0,0,1843,VIDEO,1000.0,8-20,dev_2942,157318.0,0,0,
user2943@axis,User 2943,SBI,0,0,1807,BASIC,500.0,10-22,dev_2943,123319.0,0,0,
user2944@ybl,User 2944,HDFC,0,0,1270,BASIC,5000.0,6-21,dev_2944,61707.0,0,0,
user2945@axis,User 2945,HDFC,0,0,1876,BASIC,1000.0,7-19,dev_2945,101544.0,0,0,
user2946@hdfc,User 2946,YBL,0,0,13,CORPORATE,2000.0,9-21,dev_2946,19829.0,0,0,
user2947@hdfc,User 2947,HDFC,0,0,1097,BASIC,1000.0,10-21,dev_2947,182242.0,0,0,
user2948@hdfc,User 2948,HDFC,0,0,361,CORPORATE,500.0,6-22,dev_2948,169685.0,0,0,
user2949@sbi,User 2949,ICICI,0,0,183,VIDEO,2000.0,8-20,dev_2949,152884.0,0,1,
user2950@paytm,User 2950,YBL,0,0,1885,BASIC,1000.0,7-21,dev_2950,104468.0,0,0,
user2951@axis,User 2951,ICICI,0,0,1373,BASIC,500.0,7-22,dev_2951,68490.0,0,0,
user2952@hdfc,User 2952,PAYTM,0,0,1982,BASIC,2000.0,10-22,dev_2952,66318.0,0,0,
user2953@sbi,User 2953,AXIS,0,0,81,CORPORATE,12000.0,6-22,dev_2953,135396.0,0,0,
user2954@axis,User 2954,SBI,0,0,1206,VIDEO,1000.0,8-22,dev_2954,105540.0,0,0,
user2955@ybl,User 2955,YBL,0,0,687,CORPORATE,12000.0,7-19,dev_2955,106377.0,0,0,
user2956@sbi,User 2956,PAYTM,0,0,1352,BASIC,5000.0,7-20,dev_2956,82005.0,0,0,
user2957@icici,User 2957,YBL,0,0,1946,VIDEO,5000.0,9-22,dev_2957,123928.0,0,0,
user2958@axis,User 2958,ICICI,0,0,1888,BASIC,500.0,9-20,dev_2958,174633.0,0,0,
user2959@icici,User 2959,YBL,0,0,212,CORPORATE,2000.0,9-20,dev_2959,155121.0,0,1,
user2960@icici,User 2960,SBI,0,0,6,VIDEO,1000.0,7-19,dev_2960,110210.0,0,0,
user2961@paytm,User 2961,YBL,0,0,986,VIDEO,12000.0,7-19,dev_2961,60998.0,0,0,
user2962@paytm,User 2962,AXIS,0,0,1383,BASIC,2000.0,7-20,dev_2962,155887.0,0,0,
user2963@icici,User 2963,AXIS,0,0,4,BASIC,500.0,10-22,dev_2963,199631.0,0,0,
user2964@hdfc,User 2964,ICICI,0,0,1082,VIDEO,2000.0,9-22,dev_2964,12587.0,0,0,
user2965@axis,User 2965,AXIS,0,0,1132,BASIC,5000.0,7-20,dev_2965,22229.0,0,0,
user2966@hdfc,User 2966,ICICI,0,0,293,BASIC,5000.0,7-22,dev_2966,167503.0,0,0,
user2967@ybl,User 2967,ICICI,0,0,568,VIDEO,500.0,10-19,dev_2967,181978.0,0,0,
user2968@ybl,User 2968,HDFC,0,0,727,VIDEO,2000.0,8-21,dev_2968,137549.0,0,0,
user2969@paytm,User 2969,AXIS,0,0,1049,CORPORATE,2000.0,8-19,dev_2969,69421.0,0,0,
user2970@axis,User 2970,HDFC,0,0,1786,BASIC,1000.0,9-19,dev_2970,20727.0,0,0,
user2971@axis,User 2971,ICICI,0,0,8,CORPORATE,1000.0,6-20,dev_2971,199443.0,0,0,
user2972@hdfc,User 2972,SBI,0,0,1283,BASIC,12000.0,7-22,dev_2972,13302.0,0,0,
user2973@ybl,User 2973,ICICI,0,0,675,VIDEO,500.0,10-22,dev_2973,199933.0,0,0,
user2974@axis,User 2974,SBI,0,0,13,VIDEO,5000.0,9-20,dev_2974,143363.0,0,0,
user2975@ybl,User 2975,PAYTM,0,0,1651,BASIC,2000.0,7-22,dev_2975,185914.0,0,0,
user2976@sbi,User 2976,PAYTM,0,0,214,VIDEO,1000.0,6-21,dev_2976,160043.0,0,0,
user2977@paytm,User 2977,HDFC,0,0,232,BASIC,1000.0,10-21,dev_2977,133235.0,0,0,
user2978@icici,User 2978,AXIS,0,0,366,VIDEO,2000.0,9-19,dev_2978,78683.0,0,0,
user2979@icici,User 2979,AXIS,0,0,13,BASIC,2000.0,9-19,dev_2979,44218.0,0,0,
